id;official;date;author;toaq;is_a_lexeme;audio;class;frame;distribution;generics;noun_classes;slot_tags;tags;examples;translations;segmentations;etymologies;related;derived;similar;antonyms;hypernyms;hyponyms;comments;score;votes
aFXRL3rf3;False;2018-12-29T17:56:24.000Z;seaqtaq;['daqrēa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a deadline/time limit', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
uP-UFsIrO;False;2018-12-29T18:03:31.000Z;seaqtaq;['chuchūa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a middle name', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
jfya9Tg2s;False;2018-12-29T18:06:15.000Z;lynn;['jeqdārūō'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ exhibits / performs gender ▯ (property).', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
x0OwZI-c5;False;2018-12-29T18:23:32.000Z;seaqtaq;['pıetūao'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ sips ▯', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];1;OrderedDict([('uakci', 1)])
WoYq-430D;False;2018-12-29T18:23:56.000Z;seaqtaq;['pıejāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ gulps down ▯', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
Pszdiycyu;False;2018-12-29T18:34:33.000Z;uakci;['duomūoq', 'loaıdāı', 'loaısāı'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a fluid.', 'notes': ['(fork of #cITn2BsKx)'], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
3oZWnLcx1;False;2018-12-29T18:35:25.000Z;seaqtaq;['seaqdīu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is sexology', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
lhKSmml6K;False;2018-12-29T18:37:14.000Z;uakci;['seaqrīoqdūomūoq', 'seaqnēbēo'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is gender-fluid.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
ZuccynEiQ;False;2018-12-29T18:39:23.000Z;uakci;['joqshāqmuqtōq'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ face-palms.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
-LWdVhVjg;False;2018-12-29T18:39:55.000Z;seaqtaq;['guoqpōq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is an asshole\xa0', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'Sa chíta bı: chuabeo, mỉ chủabēo, uakci, appeasing administrator, teaperson, dionysus'), ('date', '2019-02-04T16:55:56.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', ':('), ('date', '2019-02-10T19:40:43.000Z'), ('author', 'uakci')])];0;OrderedDict()
0GfqYnTJb;False;2018-12-29T18:45:55.000Z;seaqtaq;['raqtāqraqtāqshocēo'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯(event) starts to become meta meta', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
U27ndqVog;False;2018-12-29T18:47:00.000Z;uakci;['seaqcīafēı'];False;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ acts angrily because of not having sex; ▯ is sexually unappeased.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[OrderedDict([('content', 'Jeo mí @seaqtaq hóq da'), ('date', '2018-12-29T18:47:34.000Z'), ('author', 'uakci')])];0;OrderedDict()
ceeX1BLLH;False;2018-12-29T18:47:49.000Z;uakci;['raqtāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is meta.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2019-01-22T02:20:23.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
NEU7nOK1N;False;2018-12-29T19:30:59.000Z;uakci;['naqsīulīq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a butch, a male-seeming female.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
RqP1yqF_N;False;2018-12-29T19:31:11.000Z;uakci;['lıqsīunāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is an effeminate man.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
pV33dJbld;False;2018-12-29T19:31:13.000Z;seaqtaq;['muqsē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a handprint', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'shortened version of muqfuaqgaise'), ('date', '2018-12-29T19:31:33.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
qMJTLRPRM;False;2018-12-29T19:31:27.000Z;uakci;['naqrōılīq', 'seaqrīoqbūı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is non-binary.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
-nhcMqDL-;False;2018-12-29T19:32:04.000Z;seaqtaq;['cheısē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a finger print/toe print', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'Under most contexts, it will be the former. Shortened version of cheifuaqgaise'), ('date', '2018-12-29T19:32:42.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '+1'), ('date', '2018-12-29T19:33:07.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
xoVOvdTkR;False;2018-12-29T19:32:33.000Z;uakci;['seaqrīoqnīe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ conforms to the binaricity of gender.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
fQ_fT4fgl;False;2018-12-29T19:33:31.000Z;seaqtaq;['puesē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a footprint', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'Shortened version of puefuaqgaise'), ('date', '2018-12-29T19:33:48.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
33T54lRj0;False;2018-12-29T19:49:48.000Z;uakci;['hoqnī'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the matter at hand.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
aw47iYXEY;False;2018-12-29T19:52:35.000Z;fagri;['cuetāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is sovereign (said of a political entity, possibly as small as one person)', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-12-29T19:52:56.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
pdEjsZLhT;False;2018-12-29T19:53:56.000Z;uakci;['sepōe'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ has an independent outcome to ▯; (▯ is free in ▯).', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];"[OrderedDict([('content', '‘sỉojūq mí Nủtōq páqjīoqdīu sèpōe doı jêo mí Lảıqnīcū da’ — Newton came up with calculus independently of Leibniz [sth like ‘joicia’ could fit here as well]; ‘sẻpōe hî rẻa go cỉhēa káqkīu na lú mỏı réq kǎqsī na hóa da.’ — Which face of the die will be displayed doesn’t depend on human thoughts [what the human is thinking].'), ('date', '2018-12-29T20:04:19.000Z'), ('author', 'uakci')])]";0;OrderedDict()
4XSj2joGG;False;2018-12-29T20:02:26.000Z;Ilmen;['tujūı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'Almost all of ▯ satisfy the property ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
BPevKlz1H;False;2018-12-29T20:09:28.000Z;uakci;['hıjēo'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the indirect question of: what satisfies p’ty ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
MVvd0Qk8B;False;2018-12-29T20:10:18.000Z;uakci;['majēo'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the indirect question of: whether ▯ is true [dyadic]; ▯ is the indirect question of: whether ▯ has p’ty ▯ [triadic].', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
2Jp7yHDGo;False;2018-12-29T20:28:00.000Z;uakci;['keu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': 'Lojban «kau» – explicitly mark a question word as signifying of an implicit question.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
kx8NXBrhw;False;2018-12-29T20:33:25.000Z;Ilmen;['daqnīe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is within the time-span of ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-12-29T20:33:43.000Z'), ('author', 'uakci')])];2;OrderedDict([('uakci', 1), ('Ilmen', 1)])
Bi2YXh025;False;2018-12-29T20:44:55.000Z;uakci;['luaqdūogīaqmē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a suite.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
wowJSAE8b;False;2018-12-29T20:58:05.000Z;uakci;['soıdēoq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ (coll.) discuss matter ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
T7tBF_TIA;False;2018-12-29T20:58:40.000Z;uakci;['soıjēq'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ supports ▯; ▯ is on ▯’s side; ▯ is for ▯.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[OrderedDict([('content', 'I hope soijeq.2 can be a proposition'), ('date', '2019-01-05T01:24:36.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', 'actually nỉfāmī'), ('date', '2019-01-05T01:27:28.000Z'), ('author', 'seaqtaq')])];0;OrderedDict()
ejVb1Y2FU;False;2018-12-29T20:58:57.000Z;uakci;['soıhēo', 'rẻaı'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is against ▯.', 'notes': ['(fork of #ejVb1Y2FU)'], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
ZC2lKpzWR;False;2018-12-29T21:02:47.000Z;uakci;['rıaımū'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ hangs off of ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
ogykP13lI;False;2018-12-29T21:11:50.000Z;uakci;['nukūq'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ says like this: ▯ to ▯; ▯ says ▯ non-verbatim to ▯.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
S0Ok7OHwt;False;2018-12-29T22:01:33.000Z;seaqtaq;['joıgīq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the case instead of ▯', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
ECd8U_Zde;False;2018-12-29T22:13:06.000Z;Ilmen;['kıoqsēu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the number π.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', '−6.28: this word clearly should’ve been made to mean τ.'), ('date', '2018-12-29T22:15:22.000Z'), ('author', 'uakci')]), OrderedDict([('content', 'Not its half-arsed cousin (see what I did there?).'), ('date', '2018-12-29T22:16:41.000Z'), ('author', 'uakci')])];0;OrderedDict()
JuQP_Vgtg;False;2018-12-29T22:20:04.000Z;uakci;['taosēu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the number tau τ = 6.283….', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
PI5SrDy5W;False;2018-12-29T22:21:24.000Z;uakci;['soamūoq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is an enzyme or catalyst for reaction ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
h_gh6W0km;False;2018-12-29T22:31:45.000Z;Ilmen;['budīe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ warns ▯ against doing ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-12-29T22:32:27.000Z'), ('author', 'uakci')]), OrderedDict([('content', '+1'), ('date', '2019-01-21T23:50:31.000Z'), ('author', 'seaqtaq')])];2;OrderedDict([('uakci', 1), ('seaqtaq', 1)])
yBZCLlo0F;False;2018-12-29T22:35:16.000Z;Ilmen;['sıoqsēu'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the τ mathematical constant, the ratio of the radius of a circle to its circumference.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'Hon hon hon, I zis like better. +1'), ('date', '2018-12-29T22:38:00.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
u39G61eqi;False;2018-12-29T22:37:18.000Z;Ilmen;['kıacūao'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is an infrared color.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
FVG38azFt;False;2018-12-29T22:38:12.000Z;Ilmen;['loacūao'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is an ultraviolet color.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
EQNE68XXM;False;2018-12-29T22:41:46.000Z;uakci;['jeaqcīa'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ satisfies property ▯ at its (their) maximum; ▯ can ▯ no more than they (it) currently are (is).', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
K1xPDYTKp;False;2018-12-29T22:43:51.000Z;uakci;['soqjēo'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ jeo’s ▯ at its limit; ▯ satisfies property ▯ as much as feasible.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];"[OrderedDict([('content', ""+1 doesn't sound like diarrhea and has an agent""), ('date', '2018-12-29T22:49:51.000Z'), ('author', 'seaqtaq')]), OrderedDict([('content', '+1'), ('date', '2018-12-29T23:06:21.000Z'), ('author', 'Ilmen')])]";3;OrderedDict([('seaqtaq', 1), ('Ilmen', 1), ('magi', 1)])
ccbgvu0Eb;False;2018-12-29T22:47:57.000Z;uakci;['churīe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is halfway between point ▯ and point ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'Of course, these needn’t be points.'), ('date', '2018-12-29T22:48:10.000Z'), ('author', 'uakci')])];0;OrderedDict()
cV3kWhafX;False;2018-12-29T23:07:37.000Z;Ilmen;['jeaqdāıbū'];False;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ cannot increase; ▯ is the case to the largest possible extent.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1, although I’d make this a JEO'), ('date', '2018-12-29T23:08:49.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
xXOtC-XZ_;False;2018-12-29T23:09:08.000Z;Ilmen;['jeaqdīa', 'nefūrī'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ fluctuates in how much it is the case; ▯ fluctuates in how much it satisfies the property ▯.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[OrderedDict([('content', '+1'), ('date', '2018-12-29T23:09:40.000Z'), ('author', 'uakci')])];1;OrderedDict([('uakci', 1)])
mNnOL2J5i;False;2018-12-30T00:47:55.000Z;seaqtaq;['juaotūa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ limits ▯ in property ▯', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];"[OrderedDict([('content', '""restrain""'), ('date', '2019-12-27T17:19:27.183Z'), ('author', 'seaqtaq')])]";0;OrderedDict()
AyR2Fli5E;False;2018-12-30T01:04:11.000Z;seaqtaq;['moajēo'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ occurs instantly; ▯ instantly satisfies property ▯', 'notes': ['(fork of #z3q-tM8u2)'], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
gfqvj0Q5P;False;2018-12-30T06:02:18.000Z;fagri;['peıjūı'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a cardinality near that of anything satisfying property ▯', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
U4JNnLHim;False;2018-12-30T09:39:03.000Z;Ilmen;['reamē'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is the surface of ▯.', 'notes': [], 'gloss': '', 'keywords': ''}, {'language': 'toa', 'definition_type': 'formal', 'definition': 'ja mẻ ja tủaıbō bı mẻ mé góamōa lü tỉlēaq tu mẻa hỏa sa mẻa hỏa ru túaıbō ru sa gỏamōa bü pảq hóa túaıbō.\n\x1fmẻ ▯ góamōa ru lủ hóa bı sa jẻo ru sa bủ pa lủ pảq go ▯ sa gỏamōa tïlēaq hóa bíhōı na fĩahōa.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];"[OrderedDict([('content', 'The first argument covers all the boundaries of the shape of the second argument; as a result, ""lú rẻamē hóa náomīq"" would not only cover the upper surface of the sea, but also its bottom boundary.'), ('date', '2020-01-26T11:17:33.111Z'), ('author', 'Ilmen')])]";1;OrderedDict([('Ilmen', 1)])
9_uKDQvDW;False;2018-12-30T10:20:26.000Z;uakci;['nuofā'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ goes to bed; ▯ goes to sleep.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
bgNup01z3;False;2018-12-30T21:41:37.000Z;uakci;['sheamūoq', 'sheasāı'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is ether; ▯ is the supposed element that constitutes the emptiness of outer space.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
wNrr3NRWE;False;2018-12-30T21:42:48.000Z;uakci;['toaıshēa'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a vacuum; ▯ is a void.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
Wm2jE8UZD;False;2018-12-30T21:43:30.000Z;uakci;['muoqtōaı', 'atōq'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is an atom.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
YTphtpWCj;False;2018-12-30T21:43:42.000Z;uakci;['nuıhōe'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a photon.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
tfn4jrF4K;False;2018-12-30T21:44:28.000Z;uakci;['soaıcā'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ emits rays ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
2-7lI4zJv;False;2018-12-30T21:45:00.000Z;uakci;['gıocā'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ emits light ▯; ▯ shines with light ▯.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
fMsLgno_1;False;2018-12-30T21:45:14.000Z;uakci;['gıotīca'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ illuminates object/space ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
zvxBExHFM;False;2018-12-30T21:46:14.000Z;uakci;['gıotī'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ (object/space) is illuminated.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
0Zj57cTCW;False;2018-12-30T21:46:33.000Z;uakci;['gıotītuao'];False;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is ill-lit.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[OrderedDict([('content', 'This is my favourite word in the English language.'), ('date', '2018-12-30T21:46:45.000Z'), ('author', 'uakci')])];0;OrderedDict()
KKAKT2hIG;False;2018-12-30T21:47:09.000Z;uakci;['gıotīcıa'];False;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is unilluminated; ▯ is not lit by anything.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
kTjbwAbgZ;False;2018-12-30T21:47:58.000Z;uakci;['gıotīe', 'gıopōa'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is opaque.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
kGkWhcI1f;False;2018-12-30T21:49:29.000Z;uakci;['gıdēq'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ can do ▯ well; ▯ has the ability to do ▯.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
ctGhRs62D;False;2018-12-30T22:04:10.000Z;uakci;['deqgī'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ has the ability to do ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
_vc5IcUYS;False;2018-12-30T22:06:46.000Z;uakci;['joegī'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a master at ▯.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
nQVXjs2lL;False;2018-12-30T22:07:06.000Z;uakci;['joecāq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a master, mentor, teacher, guru.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
1c1gPfCKx;False;2018-12-30T22:08:11.000Z;uakci;['saopōq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a tall person.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
-dNlTEaLG;False;2018-12-30T22:08:21.000Z;uakci;['nuıpōq'];True;[];;;;;;[];[];[];[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is a short person.', 'notes': [], 'gloss': '', 'keywords': ''}];[];[];[];[];[];[];[];[];[];0;OrderedDict()
8ZuqE-I_0;False;2018-12-30T22:09:38.000Z;uakci;['chuajōe'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ has title ▯ in field ▯; ▯ is certified with honorary affix ▯ to have gained expertise on subject ▯/1.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
FHlajZaGE;False;2018-12-30T22:11:16.000Z;uakci;['gıusāo'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is wide; ▯ is fat; ▯ is improportionately long in a direction perpendicular to the main line along which the object is considered.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
Jxg60IGFb;False;2018-12-30T22:12:34.000Z;uakci;['gıunūı'];False;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ is narrow; ▯ is skinny; ▯ is improportionately short in a direction perpendicular to the main line along which the object is considered.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
oUeGJttVm;False;2018-12-30T22:16:10.000Z;uakci;['gushē'];True;[];;;;;;[];[];[];"[{'language': 'eng', 'definition_type': 'informal', 'definition': '▯ allows ▯ to happen given ▯; ▯ is what is needed to infer ▯ from ▯.', 'notes': [], 'gloss': '', 'keywords': ''}]";[];[];[];[];[];[];[];[];[];0;OrderedDict()
